Accession,Species,Length,Geo_Location,Host
MT375477,Severe acute respiratory syndrome-related coronavirus,29765,USA: WA,Homo sapiens
MT375478,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens
MT375479,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens
MT375480,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens
MT375481,Severe acute respiratory syndrome-related coronavirus,29899,USA: WA,Homo sapiens
MT375482,Severe acute respiratory syndrome-related coronavirus,29880,USA: WA,Homo sapiens
MT375483,Severe acute respiratory syndrome-related coronavirus,29871,USA,Homo sapiens
MT370516,Severe acute respiratory syndrome-related coronavirus,29900,Taiwan,Homo sapiens
MT370517,Severe acute respiratory syndrome-related coronavirus,29882,Taiwan,Homo sapiens
MT370518,Severe acute respiratory syndrome-related coronavirus,29903,Taiwan,Homo sapiens
MT370831,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT370832,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens
MT370833,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370834,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370835,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370836,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370837,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370838,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370839,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370840,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens
MT370841,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370842,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT370843,Severe acute respiratory syndrome-related coronavirus,29729,USA: NY,Homo sapiens
MT370844,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370845,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370846,Severe acute respiratory syndrome-related coronavirus,29727,USA: NY,Homo sapiens
MT370847,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370848,Severe acute respiratory syndrome-related coronavirus,29709,USA: NY,Homo sapiens
MT370849,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370850,Severe acute respiratory syndrome-related coronavirus,29727,USA: NY,Homo sapiens
MT370851,Severe acute respiratory syndrome-related coronavirus,29731,USA: NY,Homo sapiens
MT370852,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370853,Severe acute respiratory syndrome-related coronavirus,29729,USA: NY,Homo sapiens
MT370854,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370855,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370856,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370857,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370858,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens
MT370859,Severe acute respiratory syndrome-related coronavirus,29725,USA: NY,Homo sapiens
MT370860,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370861,Severe acute respiratory syndrome-related coronavirus,29779,USA: NY,Homo sapiens
MT370862,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370863,Severe acute respiratory syndrome-related coronavirus,29720,USA: NY,Homo sapiens
MT370864,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370865,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370866,Severe acute respiratory syndrome-related coronavirus,29772,USA: NY,Homo sapiens
MT370867,Severe acute respiratory syndrome-related coronavirus,29729,USA: NY,Homo sapiens
MT370868,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370869,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370870,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370871,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370872,Severe acute respiratory syndrome-related coronavirus,29730,USA: NY,Homo sapiens
MT370873,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370874,Severe acute respiratory syndrome-related coronavirus,29756,USA: NY,Homo sapiens
MT370875,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370876,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370877,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370878,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370879,Severe acute respiratory syndrome-related coronavirus,29734,USA: NY,Homo sapiens
MT370880,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370881,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370882,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370883,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT370884,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens
MT370885,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370886,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370887,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370888,Severe acute respiratory syndrome-related coronavirus,29730,USA: NY,Homo sapiens
MT370889,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370890,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370891,Severe acute respiratory syndrome-related coronavirus,29793,USA: NY,Homo sapiens
MT370892,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370893,Severe acute respiratory syndrome-related coronavirus,29764,USA: NY,Homo sapiens
MT370894,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370895,Severe acute respiratory syndrome-related coronavirus,29751,USA: NY,Homo sapiens
MT370896,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT370897,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370898,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens
MT370899,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370900,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370901,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370902,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370903,Severe acute respiratory syndrome-related coronavirus,29756,USA: NY,Homo sapiens
MT370904,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT370905,Severe acute respiratory syndrome-related coronavirus,29729,USA: NY,Homo sapiens
MT370906,Severe acute respiratory syndrome-related coronavirus,29772,USA: NY,Homo sapiens
MT370907,Severe acute respiratory syndrome-related coronavirus,29720,USA: NY,Homo sapiens
MT370908,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens
MT370909,Severe acute respiratory syndrome-related coronavirus,29729,USA: NY,Homo sapiens
MT370910,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens
MT370911,Severe acute respiratory syndrome-related coronavirus,29729,USA: NY,Homo sapiens
MT370912,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370913,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370914,Severe acute respiratory syndrome-related coronavirus,29718,USA: NY,Homo sapiens
MT370915,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370916,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens
MT370917,Severe acute respiratory syndrome-related coronavirus,29706,USA: NY,Homo sapiens
MT370918,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370919,Severe acute respiratory syndrome-related coronavirus,29772,USA: NY,Homo sapiens
MT370920,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370921,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370922,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370923,Severe acute respiratory syndrome-related coronavirus,29709,USA: NY,Homo sapiens
MT370924,Severe acute respiratory syndrome-related coronavirus,29701,USA: NY,Homo sapiens
MT370925,Severe acute respiratory syndrome-related coronavirus,29743,USA: NY,Homo sapiens
MT370926,Severe acute respiratory syndrome-related coronavirus,29702,USA: NY,Homo sapiens
MT370927,Severe acute respiratory syndrome-related coronavirus,29709,USA: NY,Homo sapiens
MT370928,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370929,Severe acute respiratory syndrome-related coronavirus,29695,USA: NY,Homo sapiens
MT370930,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens
MT370931,Severe acute respiratory syndrome-related coronavirus,29712,USA: NY,Homo sapiens
MT370932,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370933,Severe acute respiratory syndrome-related coronavirus,29715,USA: NJ,Homo sapiens
MT370934,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370935,Severe acute respiratory syndrome-related coronavirus,29712,USA: NY,Homo sapiens
MT370936,Severe acute respiratory syndrome-related coronavirus,29693,USA: NY,Homo sapiens
MT370937,Severe acute respiratory syndrome-related coronavirus,29737,USA: NY,Homo sapiens
MT370938,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370939,Severe acute respiratory syndrome-related coronavirus,29715,USA: NY,Homo sapiens
MT370940,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370941,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370942,Severe acute respiratory syndrome-related coronavirus,29706,USA: NY,Homo sapiens
MT370943,Severe acute respiratory syndrome-related coronavirus,29703,USA: NY,Homo sapiens
MT370944,Severe acute respiratory syndrome-related coronavirus,29739,USA: NY,Homo sapiens
MT370945,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370946,Severe acute respiratory syndrome-related coronavirus,29710,USA: NY,Homo sapiens
MT370947,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT370948,Severe acute respiratory syndrome-related coronavirus,29730,USA: NY,Homo sapiens
MT370949,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens
MT370950,Severe acute respiratory syndrome-related coronavirus,29731,USA: NY,Homo sapiens
MT370951,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370952,Severe acute respiratory syndrome-related coronavirus,29717,USA: NY,Homo sapiens
MT370953,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT370954,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT370955,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370956,Severe acute respiratory syndrome-related coronavirus,29712,USA: NY,Homo sapiens
MT370957,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens
MT370958,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT370959,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370960,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens
MT370961,Severe acute respiratory syndrome-related coronavirus,29706,USA: NY,Homo sapiens
MT370962,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens
MT370963,Severe acute respiratory syndrome-related coronavirus,29649,USA: NY,Homo sapiens
MT370964,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370965,Severe acute respiratory syndrome-related coronavirus,29767,USA: NY,Homo sapiens
MT370966,Severe acute respiratory syndrome-related coronavirus,29732,USA: NY,Homo sapiens
MT370967,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens
MT370968,Severe acute respiratory syndrome-related coronavirus,29700,USA: NY,Homo sapiens
MT370969,Severe acute respiratory syndrome-related coronavirus,29703,USA: NY,Homo sapiens
MT370970,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT370971,Severe acute respiratory syndrome-related coronavirus,29722,USA: NY,Homo sapiens
MT370972,Severe acute respiratory syndrome-related coronavirus,29722,USA: NY,Homo sapiens
MT370973,Severe acute respiratory syndrome-related coronavirus,29701,USA: NY,Homo sapiens
MT370974,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370975,Severe acute respiratory syndrome-related coronavirus,29726,USA: NY,Homo sapiens
MT370976,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370977,Severe acute respiratory syndrome-related coronavirus,29711,USA: NY,Homo sapiens
MT370978,Severe acute respiratory syndrome-related coronavirus,29703,USA: NY,Homo sapiens
MT370979,Severe acute respiratory syndrome-related coronavirus,29712,USA: NY,Homo sapiens
MT370980,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370981,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens
MT370982,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT370983,Severe acute respiratory syndrome-related coronavirus,29696,USA: NY,Homo sapiens
MT370984,Severe acute respiratory syndrome-related coronavirus,29715,USA: NY,Homo sapiens
MT370985,Severe acute respiratory syndrome-related coronavirus,29729,USA: NY,Homo sapiens
MT370986,Severe acute respiratory syndrome-related coronavirus,29713,USA: NY,Homo sapiens
MT370987,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT370988,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT370989,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370990,Severe acute respiratory syndrome-related coronavirus,29693,USA: NY,Homo sapiens
MT370991,Severe acute respiratory syndrome-related coronavirus,29704,USA: NY,Homo sapiens
MT370992,Severe acute respiratory syndrome-related coronavirus,29658,USA: NY,Homo sapiens
MT370993,Severe acute respiratory syndrome-related coronavirus,29718,USA: NY,Homo sapiens
MT370994,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370995,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT370996,Severe acute respiratory syndrome-related coronavirus,29768,USA: NY,Homo sapiens
MT370997,Severe acute respiratory syndrome-related coronavirus,29705,USA: NY,Homo sapiens
MT370998,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT370999,Severe acute respiratory syndrome-related coronavirus,29701,USA: NY,Homo sapiens
MT371000,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371001,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371002,Severe acute respiratory syndrome-related coronavirus,29710,USA: NY,Homo sapiens
MT371003,Severe acute respiratory syndrome-related coronavirus,29718,USA: NY,Homo sapiens
MT371004,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT371005,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT371006,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT371007,Severe acute respiratory syndrome-related coronavirus,29716,USA: NY,Homo sapiens
MT371008,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371009,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371010,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT371011,Severe acute respiratory syndrome-related coronavirus,29635,USA: NY,Homo sapiens
MT371012,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT371013,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371014,Severe acute respiratory syndrome-related coronavirus,29643,USA: NY,Homo sapiens
MT371015,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT371016,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371017,Severe acute respiratory syndrome-related coronavirus,29722,USA: NY,Homo sapiens
MT371018,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371019,Severe acute respiratory syndrome-related coronavirus,29720,USA: NY,Homo sapiens
MT371020,Severe acute respiratory syndrome-related coronavirus,29674,USA: NY,Homo sapiens
MT371021,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT371022,Severe acute respiratory syndrome-related coronavirus,29714,USA: NY,Homo sapiens
MT371023,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371024,Severe acute respiratory syndrome-related coronavirus,29686,USA: NY,Homo sapiens
MT371025,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT371026,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT371027,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371028,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371029,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens
MT371030,Severe acute respiratory syndrome-related coronavirus,29705,USA: NY,Homo sapiens
MT371031,Severe acute respiratory syndrome-related coronavirus,29696,USA: NY,Homo sapiens
MT371032,Severe acute respiratory syndrome-related coronavirus,29705,USA: NY,Homo sapiens
MT371033,Severe acute respiratory syndrome-related coronavirus,29723,USA: NY,Homo sapiens
MT371034,Severe acute respiratory syndrome-related coronavirus,29732,USA: NY,Homo sapiens
MT371035,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371036,Severe acute respiratory syndrome-related coronavirus,29724,USA: NY,Homo sapiens
MT371037,Severe acute respiratory syndrome-related coronavirus,29694,USA: NY,Homo sapiens
MT371038,Severe acute respiratory syndrome-related coronavirus,29719,USA: NY,Homo sapiens
MT371047,Severe acute respiratory syndrome-related coronavirus,29903,Sri Lanka,Homo sapiens
MT371048,Severe acute respiratory syndrome-related coronavirus,29903,Sri Lanka,Homo sapiens
MT371049,Severe acute respiratory syndrome-related coronavirus,29903,Sri Lanka,Homo sapiens
MT371050,Severe acute respiratory syndrome-related coronavirus,29903,Sri Lanka,Homo sapiens
MT371568,Severe acute respiratory syndrome-related coronavirus,29740,Czech Republic,Homo sapiens
MT371569,Severe acute respiratory syndrome-related coronavirus,29798,Czech Republic,Homo sapiens
MT371570,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens
MT371571,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens
MT371572,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens
MT371573,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens
MT371574,Severe acute respiratory syndrome-related coronavirus,29756,Czech Republic,Homo sapiens
MT372480,Severe acute respiratory syndrome-related coronavirus,29868,Malaysia,Homo sapiens
MT372481,Severe acute respiratory syndrome-related coronavirus,29898,Malaysia,Homo sapiens
MT372482,Severe acute respiratory syndrome-related coronavirus,29865,Malaysia,Homo sapiens
MT372483,Severe acute respiratory syndrome-related coronavirus,29481,Malaysia,Homo sapiens
7BV2_P,Severe acute respiratory syndrome-related coronavirus,20,,
7BV2_T,Severe acute respiratory syndrome-related coronavirus,30,,
LC542976,Severe acute respiratory syndrome-related coronavirus,29903,Japan,Homo sapiens
LC542809,Severe acute respiratory syndrome-related coronavirus,29903,Japan,Homo sapiens
MT114412,Severe acute respiratory syndrome-related coronavirus,29889,Hong Kong,Homo sapiens
MT114413,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT114414,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT114415,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT114416,Severe acute respiratory syndrome-related coronavirus,29867,Hong Kong,Homo sapiens
MT114417,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT114418,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT114419,Severe acute respiratory syndrome-related coronavirus,29863,Hong Kong,Homo sapiens
MT230904,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT358401,Severe acute respiratory syndrome-related coronavirus,29895,"USA: New Orleans, LA",Homo sapiens
MT358402,Severe acute respiratory syndrome-related coronavirus,29896,"USA: New Orleans, LA",Homo sapiens
MT358637,Severe acute respiratory syndrome-related coronavirus,29903,India: Rajkot,Homo sapiens
MT358644,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens
MT358645,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens
MT358646,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens
MT358647,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens
MT358648,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens
MT358649,Severe acute respiratory syndrome-related coronavirus,29902,USA: WA,Homo sapiens
MT358650,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens
MT358651,Severe acute respiratory syndrome-related coronavirus,29841,USA: CT,Homo sapiens
MT358652,Severe acute respiratory syndrome-related coronavirus,29828,USA: ID,Homo sapiens
MT358653,Severe acute respiratory syndrome-related coronavirus,29847,USA: CT,Homo sapiens
MT358654,Severe acute respiratory syndrome-related coronavirus,29868,USA: CT,Homo sapiens
MT358655,Severe acute respiratory syndrome-related coronavirus,29852,USA: ID,Homo sapiens
MT358656,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens
MT358657,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens
MT358658,Severe acute respiratory syndrome-related coronavirus,29853,USA: WA,Homo sapiens
MT358659,Severe acute respiratory syndrome-related coronavirus,29854,USA: WA,Homo sapiens
MT358660,Severe acute respiratory syndrome-related coronavirus,29838,USA: WA,Homo sapiens
MT358661,Severe acute respiratory syndrome-related coronavirus,29873,USA: OR,Homo sapiens
MT358662,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens
MT358663,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens
MT358664,Severe acute respiratory syndrome-related coronavirus,29821,USA: WA,Homo sapiens
MT358665,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens
MT358666,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens
MT358667,Severe acute respiratory syndrome-related coronavirus,29872,USA: WA,Homo sapiens
MT358668,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens
MT358669,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens
MT358670,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens
MT358671,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens
MT358672,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens
MT358673,Severe acute respiratory syndrome-related coronavirus,29872,USA: CT,Homo sapiens
MT358674,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens
MT358675,Severe acute respiratory syndrome-related coronavirus,29897,USA: WA,Homo sapiens
MT358676,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens
MT358677,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens
MT358678,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens
MT358679,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens
MT358680,Severe acute respiratory syndrome-related coronavirus,29815,USA: WA,Homo sapiens
MT358681,Severe acute respiratory syndrome-related coronavirus,29831,USA: WA,Homo sapiens
MT358682,Severe acute respiratory syndrome-related coronavirus,29834,USA: WA,Homo sapiens
MT358683,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens
MT358684,Severe acute respiratory syndrome-related coronavirus,29875,USA: WA,Homo sapiens
MT358685,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens
MT358686,Severe acute respiratory syndrome-related coronavirus,29808,USA: WA,Homo sapiens
MT358687,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens
MT358688,Severe acute respiratory syndrome-related coronavirus,29851,USA: WA,Homo sapiens
MT358689,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens
MT358690,Severe acute respiratory syndrome-related coronavirus,29862,USA: WA,Homo sapiens
MT358691,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens
MT358692,Severe acute respiratory syndrome-related coronavirus,29832,USA: WA,Homo sapiens
MT358693,Severe acute respiratory syndrome-related coronavirus,29873,USA: CT,Homo sapiens
MT358694,Severe acute respiratory syndrome-related coronavirus,29883,USA: WA,Homo sapiens
MT358695,Severe acute respiratory syndrome-related coronavirus,29892,USA: WA,Homo sapiens
MT358696,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens
MT358697,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens
MT358698,Severe acute respiratory syndrome-related coronavirus,29860,USA: WA,Homo sapiens
MT358699,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens
MT358700,Severe acute respiratory syndrome-related coronavirus,29851,USA: WA,Homo sapiens
MT358701,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens
MT358702,Severe acute respiratory syndrome-related coronavirus,29889,USA: WA,Homo sapiens
MT358703,Severe acute respiratory syndrome-related coronavirus,29855,USA: ID,Homo sapiens
MT358704,Severe acute respiratory syndrome-related coronavirus,29901,USA: ID,Homo sapiens
MT358705,Severe acute respiratory syndrome-related coronavirus,29910,USA: ID,Homo sapiens
MT358706,Severe acute respiratory syndrome-related coronavirus,29873,USA: WA,Homo sapiens
MT358707,Severe acute respiratory syndrome-related coronavirus,29813,USA: WA,Homo sapiens
MT358708,Severe acute respiratory syndrome-related coronavirus,29720,USA: WA,Homo sapiens
MT358709,Severe acute respiratory syndrome-related coronavirus,29834,USA: ID,Homo sapiens
MT358710,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens
MT358711,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens
MT358712,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens
MT358713,Severe acute respiratory syndrome-related coronavirus,29835,USA: WA,Homo sapiens
MT358714,Severe acute respiratory syndrome-related coronavirus,29826,USA: WA,Homo sapiens
MT358715,Severe acute respiratory syndrome-related coronavirus,29901,USA: WA,Homo sapiens
MT358716,Severe acute respiratory syndrome-related coronavirus,29920,USA: WA,Homo sapiens
MT358717,Severe acute respiratory syndrome-related coronavirus,29847,USA: WA,Homo sapiens
MT358718,Severe acute respiratory syndrome-related coronavirus,29903,USA: WA,Homo sapiens
